mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
0.589001,NaN,NaN,NaN,NaN,-0.016914,-1.980602,2.028776,-0.017895,-2.001174,-2.054653,-0.028225,0.007740,0.047153
0.600110,NaN,NaN,NaN,NaN,-0.017038,-1.980431,2.028673,-0.018033,-2.000832,-2.054780,-0.028282,0.007221,0.046944
0.621104,NaN,NaN,NaN,NaN,-0.017167,-1.980260,2.028327,-0.018162,-2.000519,-2.055145,-0.028358,0.006710,0.046314
0.629100,NaN,NaN,NaN,NaN,-0.017424,-1.980176,2.028206,-0.018416,-2.000377,-2.055268,-0.028503,0.006458,0.046108
0.641694,NaN,NaN,NaN,NaN,-0.017682,-1.980005,2.027941,-0.018667,-2.000095,-2.055510,-0.028641,0.005959,0.045673
0.660250,NaN,NaN,NaN,NaN,-0.017809,-1.979831,2.027656,-0.018786,-1.999892,-2.055751,-0.028728,0.005489,0.045231
0.670090,NaN,NaN,NaN,NaN,-0.018192,-1.979742,2.027514,-0.019136,-1.999791,-2.055875,-0.028988,0.005260,0.045010
0.681258,NaN,NaN,NaN,NaN,-0.018320,-1.979577,2.027368,-0.019252,-1.999618,-2.055995,-0.029099,0.004826,0.044762
0.690768,NaN,NaN,NaN,NaN,-0.018450,-1.979501,2.027076,-0.019366,-1.999545,-2.056243,-0.029205,0.004616,0.044285
0.701855,NaN,NaN,NaN,NaN,-0.018711,-1.979423,2.026931,-0.019591,-1.999472,-2.056371,-0.029411,0.004406,0.044056
0.709772,NaN,NaN,NaN,NaN,-0.018844,-1.979344,2.026791,-0.019709,-1.999399,-2.056498,-0.029533,0.004204,0.043812
0.720377,NaN,NaN,NaN,NaN,-0.018977,-1.979211,2.026650,-0.019825,-1.999288,-2.056628,-0.029648,0.003830,0.043575
0.729099,NaN,NaN,NaN,NaN,-0.019110,-1.979142,2.026371,-0.019940,-1.999233,-2.056895,-0.029751,0.003651,0.043140
0.742000,NaN,NaN,NaN,NaN,-0.019245,-1.979071,2.026235,-0.020054,-1.999176,-2.057020,-0.029854,0.003471,0.042904
0.749616,NaN,NaN,NaN,NaN,-0.019464,-1.979012,2.026099,-0.020283,-1.999123,-2.057148,-0.030109,0.003296,0.042671
0.760067,NaN,NaN,NaN,NaN,-0.019575,-1.978889,2.025963,-0.020397,-1.999015,-2.057278,-0.030235,0.002979,0.042450
0.769745,NaN,NaN,NaN,NaN,-0.019688,-1.978824,2.025828,-0.020510,-1.998961,-2.057411,-0.030357,0.002823,0.042233
0.780197,NaN,NaN,NaN,NaN,-0.019755,-1.978758,2.025560,-0.020614,-1.998906,-2.057674,-0.030510,0.002670,0.041817
0.801619,NaN,NaN,NaN,NaN,-0.019970,-1.978611,2.025159,-0.020924,-1.998782,-2.058073,-0.031013,0.002258,0.041225
0.810330,NaN,NaN,NaN,NaN,-0.020006,-1.978558,2.025022,-0.021029,-1.998739,-2.058204,-0.031212,0.002113,0.041042
0.820101,NaN,NaN,NaN,NaN,-0.020045,-1.978514,2.024885,-0.021134,-1.998709,-2.058337,-0.031406,0.001980,0.040859
0.828903,NaN,NaN,NaN,NaN,-0.020086,-1.978468,2.024748,-0.021238,-1.998679,-2.058473,-0.031597,0.001854,0.040684
0.840268,NaN,NaN,NaN,NaN,-0.020138,-1.978421,2.024612,-0.021456,-1.998648,-2.058611,-0.031990,0.001728,0.040516
0.850162,NaN,NaN,NaN,NaN,-0.020150,-1.978315,2.024304,-0.021569,-1.998607,-2.058870,-0.032181,0.001488,0.040176
0.860034,NaN,NaN,NaN,NaN,-0.020163,-1.978256,2.024151,-0.021681,-1.998596,-2.059003,-0.032372,0.001377,0.040016
0.869593,NaN,NaN,NaN,NaN,-0.020180,-1.978196,2.023999,-0.021793,-1.998585,-2.059139,-0.032551,0.001266,0.039860
0.889270,NaN,NaN,NaN,NaN,-0.020106,-1.977991,2.023526,-0.022127,-1.998593,-2.059512,-0.033138,0.001007,0.039387
0.901709,NaN,NaN,NaN,NaN,-0.020088,-1.977917,2.023369,-0.022238,-1.998601,-2.059642,-0.033325,0.000927,0.039238
0.909792,NaN,NaN,NaN,NaN,-0.020072,-1.977842,2.023215,-0.022349,-1.998609,-2.059760,-0.033524,0.000847,0.039116
0.929048,NaN,NaN,NaN,NaN,-0.019989,-1.977593,2.022908,-0.022543,-1.998662,-2.060004,-0.033939,0.000614,0.038883
0.940329,NaN,NaN,NaN,NaN,-0.019919,-1.977506,2.022600,-0.022738,-1.998677,-2.060237,-0.034336,0.000549,0.038662
0.949309,NaN,NaN,NaN,NaN,-0.019822,-1.977414,2.022445,-0.022878,-1.998697,-2.060348,-0.034775,0.000507,0.038551
0.960011,NaN,NaN,NaN,NaN,-0.019778,-1.977227,2.022291,-0.022949,-1.998733,-2.060461,-0.034985,0.000416,0.038448
0.969331,NaN,NaN,NaN,NaN,-0.019738,-1.977131,2.022137,-0.023021,-1.998750,-2.060579,-0.035210,0.000370,0.038342
0.980836,NaN,NaN,NaN,NaN,-0.019691,-1.977045,2.021812,-0.023068,-1.998764,-2.060791,-0.035458,0.000328,0.038136
0.989054,NaN,NaN,NaN,NaN,-0.019605,-1.976958,2.021651,-0.023165,-1.998777,-2.060902,-0.035931,0.000290,0.038036
1.001604,NaN,NaN,NaN,NaN,-0.019566,-1.976780,2.021331,-0.023216,-1.998802,-2.061112,-0.036160,0.000217,0.037857
1.010599,NaN,NaN,NaN,NaN,-0.019507,-1.976712,2.021171,-0.023257,-1.998794,-2.061209,-0.036407,0.000172,0.037773
1.020115,NaN,NaN,NaN,NaN,-0.019451,-1.976641,2.021012,-0.023300,-1.998785,-2.061311,-0.036648,0.000126,0.037693
1.028775,NaN,NaN,NaN,NaN,-0.019398,-1.976568,2.020855,-0.023343,-1.998775,-2.061415,-0.036892,0.000080,0.037613
1.040617,NaN,NaN,NaN,NaN,-0.019286,-1.976415,2.020697,-0.023427,-1.998754,-2.061523,-0.037380,-0.000011,0.037533
1.050241,NaN,NaN,NaN,NaN,-0.019228,-1.976353,2.020532,-0.023468,-1.998721,-2.061619,-0.037628,-0.000076,0.037464
1.060073,NaN,NaN,NaN,NaN,-0.019172,-1.976290,2.020206,-0.023510,-1.998688,-2.061819,-0.037872,-0.000145,0.037334
1.070825,NaN,NaN,NaN,NaN,-0.019120,-1.976157,2.020045,-0.023553,-1.998620,-2.061925,-0.038113,-0.000275,0.037273
1.080123,NaN,NaN,NaN,NaN,-0.018982,-1.976115,2.019882,-0.023668,-1.998580,-2.062034,-0.038624,-0.000343,0.037205
1.089485,NaN,NaN,NaN,NaN,-0.018918,-1.976071,2.019558,-0.023727,-1.998539,-2.062262,-0.038879,-0.000412,0.037067
1.101872,NaN,NaN,NaN,NaN,-0.018857,-1.976024,2.019396,-0.023787,-1.998499,-2.062381,-0.039131,-0.000481,0.037003
1.109791,NaN,NaN,NaN,NaN,-0.018774,-1.975975,2.019226,-0.023854,-1.998458,-2.062494,-0.039406,-0.000549,0.036915
1.120234,NaN,NaN,NaN,NaN,-0.018619,-1.975941,2.019058,-0.023989,-1.998366,-2.062611,-0.039936,-0.000702,0.036827
1.140341,NaN,NaN,NaN,NaN,-0.018445,-1.975896,2.018536,-0.024125,-1.998274,-2.062978,-0.040474,-0.000858,0.036583
1.160020,NaN,NaN,NaN,NaN,-0.018254,-1.975932,2.018166,-0.024258,-1.998096,-2.063235,-0.041016,-0.001064,0.036419
1.170426,NaN,NaN,NaN,NaN,-0.018076,-1.975937,2.017982,-0.024394,-1.998037,-2.063368,-0.041531,-0.001133,0.036343
1.180067,NaN,NaN,NaN,NaN,-0.017970,-1.975977,2.017609,-0.024450,-1.997982,-2.063611,-0.041821,-0.001205,0.036160
1.188791,NaN,NaN,NaN,NaN,-0.017869,-1.976012,2.017424,-0.024508,-1.997927,-2.063737,-0.042107,-0.001274,0.036068
